transaction_id,items
T1269,"Coffee,Sugar"
T1270,"Shampoo,Soap,Toothpaste"
T1271,"Frozen Pizza,Chips"
T1272,"Lettuce,Tomatoes,Onions,Carrots"
T1273,"Milk,Cereal,Bananas"
T1274,"Chicken,Rice,Beans"
T1275,"Apples,Bananas,Oranges"
T1276,"Pasta,Tomatoes,Cheese"
T1277,"Ground Beef,Tortillas,Salsa,Cheese"
T1278,"Coffee,Sugar"
T1279,"Shampoo,Soap,Toothpaste"
T1280,"Frozen Pizza,Chips"
T1281,"Lettuce,Tomatoes,Onions,Carrots"
T1282,"Milk,Cereal,Bananas"
T1283,"Chicken,Rice,Beans"
T1284,"Apples,Bananas,Oranges"
T1285,"Pasta,Tomatoes,Cheese"
T1286,"Ground Beef,Tortillas,Salsa,Cheese"
T1287,"Coffee,Sugar"
T1288,"Shampoo,Soap,Toothpaste"
T1289,"Frozen Pizza,Chips"
T1290,"Lettuce,Tomatoes,Onions,Carrots"
T1291,"Milk,Cereal,Bananas"
T1292,"Chicken,Rice,Beans"
T1293,"Apples,Bananas,Oranges"
T1294,"Pasta,Tomatoes,Cheese"
T1295,"Ground Beef,Tortillas,Salsa,Cheese"
T1296,"Coffee,Sugar"
T1297,"Shampoo,Soap,Toothpaste"
T1298,"Frozen Pizza,Chips"
T1299,"Lettuce,Tomatoes,Onions,Carrots"
T1300,"Milk,Cereal,Bananas"
T1301,"Chicken,Rice,Beans"
T1302,"Apples,Bananas,Oranges"
T1303,"Pasta,Tomatoes,Cheese"
T1304,"Ground Beef,Tortillas,Salsa,Cheese"
T1305,"Coffee,Sugar"
T1306,"Shampoo,Soap,Toothpaste"
T1307,"Frozen Pizza,Chips"
T1308,"Lettuce,Tomatoes,Onions,Carrots"
T1309,"Milk,Cereal,Bananas"
T1310,"Chicken,Rice,Beans"
T1311,"Apples,Bananas,Oranges"
T1312,"Pasta,Tomatoes,Cheese"
T1313,"Ground Beef,Tortillas,Salsa,Cheese"
T1314,"Coffee,Sugar"
T1315,"Shampoo,Soap,Toothpaste"
T1316,"Frozen Pizza,Chips"
T1317,"Lettuce,Tomatoes,Onions,Carrots"
T1318,"Milk,Cereal,Bananas"
T1319,"Chicken,Rice,Beans"
T1320,"Apples,Bananas,Oranges"
T1321,"Pasta,Tomatoes,Cheese"
T1322,"Ground Beef,Tortillas,Salsa,Cheese"
T1323,"Coffee,Sugar"
T1324,"Shampoo,Soap,Toothpaste"
T1325,"Frozen Pizza,Chips"
T1326,"Lettuce,Tomatoes,Onions,Carrots"
T1327,"Milk,Cereal,Bananas"
T1328,"Chicken,Rice,Beans"
T1329,"Apples,Bananas,Oranges"
T1330,"Pasta,Tomatoes,Cheese"
T1331,"Ground Beef,Tortillas,Salsa,Cheese"
T1332,"Coffee,Sugar"
T1333,"Shampoo,Soap,Toothpaste"
T1334,"Frozen Pizza,Chips"
T1335,"Lettuce,Tomatoes,Onions,Carrots"
T1336,"Milk,Cereal,Bananas"
T1337,"Chicken,Rice,Beans"
T1338,"Apples,Bananas,Oranges"
T1339,"Pasta,Tomatoes,Cheese"
T1340,"Ground Beef,Tortillas,Salsa,Cheese"
T1341,"Coffee,Sugar"
T1342,"Shampoo,Soap,Toothpaste"
T1343,"Frozen Pizza,Chips"
T1344,"Lettuce,Tomatoes,Onions,Carrots"
T1345,"Milk,Cereal,Bananas"
T1346,"Chicken,Rice,Beans"
T1347,"Apples,Bananas,Oranges"
T1348,"Pasta,Tomatoes,Cheese"
T1349,"Ground Beef,Tortillas,Salsa,Cheese"
T1350,"Coffee,Sugar"
T1351,"Shampoo,Soap,Toothpaste"
T1352,"Frozen Pizza,Chips"
T1353,"Lettuce,Tomatoes,Onions,Carrots"
T1354,"Milk,Cereal,Bananas"
T1355,"Chicken,Rice,Beans"
T1356,"Apples,Bananas,Oranges"
T1357,"Pasta,Tomatoes,Cheese"
T1358,"Ground Beef,Tortillas,Salsa,Cheese"
T1359,"Coffee,Sugar"
T1360,"Shampoo,Soap,Toothpaste"
T1361,"Frozen Pizza,Chips"
T1362,"Lettuce,Tomatoes,Onions,Carrots"
T1363,"Milk,Cereal,Bananas"
T1364,"Chicken,Rice,Beans"
T1365,"Apples,Bananas,Oranges"
T1366,"Pasta,Tomatoes,Cheese"
T1367,"Ground Beef,Tortillas,Salsa,Cheese"
T1368,"Coffee,Sugar"
T1369,"Shampoo,Soap,Toothpaste"
T1370,"Frozen Pizza,Chips"
T1371,"Lettuce,Tomatoes,Onions,Carrots"
T1372,"Milk,Cereal,Bananas"
T1373,"Chicken,Rice,Beans"
T1374,"Apples,Bananas,Oranges"
T1375,"Pasta,Tomatoes,Cheese"
T1376,"Ground Beef,Tortillas,Salsa,Cheese"
T1377,"Coffee,Sugar"
T1378,"Shampoo,Soap,Toothpaste"
T1379,"Frozen Pizza,Chips"
T1380,"Lettuce,Tomatoes,Onions,Carrots"
T1381,"Milk,Cereal,Bananas"
T1382,"Chicken,Rice,Beans"
T1383,"Apples,Bananas,Oranges"
T1384,"Pasta,Tomatoes,Cheese"
T1385,"Ground Beef,Tortillas,Salsa,Cheese"
T1386,"Coffee,Sugar"
T1387,"Shampoo,Soap,Toothpaste"
T1388,"Frozen Pizza,Chips"
T1389,"Lettuce,Tomatoes,Onions,Carrots"
T1390,"Milk,Cereal,Bananas"
T1391,"Chicken,Rice,Beans"
T1392,"Apples,Bananas,Oranges"
T1393,"Pasta,Tomatoes,Cheese"
T1394,"Ground Beef,Tortillas,Salsa,Cheese"
T1395,"Coffee,Sugar"
T1396,"Shampoo,Soap,Toothpaste"
T1397,"Frozen Pizza,Chips"
T1398,"Lettuce,Tomatoes,Onions,Carrots"
T1399,"Milk,Cereal,Bananas"
T1400,"Chicken,Rice,Beans"
T1401,"Apples,Bananas,Oranges"
T1402,"Pasta,Tomatoes,Cheese"
T1403,"Ground Beef,Tortillas,Salsa,Cheese"
T1404,"Coffee,Sugar"
T1405,"Shampoo,Soap,Toothpaste"
T1406,"Frozen Pizza,Chips"
T1407,"Lettuce,Tomatoes,Onions,Carrots"
T1408,"Milk,Cereal,Bananas"
T1409,"Chicken,Rice,Beans"
T1410,"Apples,Bananas,Oranges"
T1411,"Pasta,Tomatoes,Cheese"
T1412,"Ground Beef,Tortillas,Salsa,Cheese"
T1413,"Coffee,Sugar"
T1414,"Shampoo,Soap,Toothpaste"
T1415,"Frozen Pizza,Chips"
T1416,"Lettuce,Tomatoes,Onions,Carrots"
T1417,"Milk,Cereal,Bananas"
T1418,"Chicken,Rice,Beans"
T1419,"Apples,Bananas,Oranges"
T1420,"Pasta,Tomatoes,Cheese"
T1421,"Ground Beef,Tortillas,Salsa,Cheese"
T1422,"Coffee,Sugar"
T1423,"Shampoo,Soap,Toothpaste"
T1424,"Frozen Pizza,Chips"
T1425,"Lettuce,Tomatoes,Onions,Carrots"
T1426,"Milk,Cereal,Bananas"
T1427,"Chicken,Rice,Beans"
T1428,"Apples,Bananas,Oranges"
T1429,"Pasta,Tomatoes,Cheese"
T1430,"Ground Beef,Tortillas,Salsa,Cheese"
T1431,"Coffee,Sugar"
T1432,"Shampoo,Soap,Toothpaste"
T1433,"Frozen Pizza,Chips"
T1434,"Lettuce,Tomatoes,Onions,Carrots"
T1435,"Milk,Cereal,Bananas"
T1436,"Chicken,Rice,Beans"
T1437,"Apples,Bananas,Oranges"
T1438,"Pasta,Tomatoes,Cheese"
T1439,"Ground Beef,Tortillas,Salsa,Cheese"
T1440,"Coffee,Sugar"
T1441,"Shampoo,Soap,Toothpaste"
T1442,"Frozen Pizza,Chips"
T1443,"Lettuce,Tomatoes,Onions,Carrots"
T1444,"Milk,Cereal,Bananas"
T1445,"Chicken,Rice,Beans"
T1446,"Apples,Bananas,Oranges"
T1447,"Pasta,Tomatoes,Cheese"
T1448,"Ground Beef,Tortillas,Salsa,Cheese"
T1449,"Coffee,Sugar"
T1450,"Shampoo,Soap,Toothpaste"
T1451,"Frozen Pizza,Chips"
T1452,"Lettuce,Tomatoes,Onions,Carrots"
T1453,"Milk,Cereal,Bananas"
T1454,"Chicken,Rice,Beans"
T1455,"Apples,Bananas,Oranges"
T1456,"Pasta,Tomatoes,Cheese"
T1457,"Ground Beef,Tortillas,Salsa,Cheese"
T1458,"Coffee,Sugar"
T1459,"Shampoo,Soap,Toothpaste"
T1460,"Frozen Pizza,Chips"
T1461,"Lettuce,Tomatoes,Onions,Carrots"
T1462,"Milk,Cereal,Bananas"
T1463,"Chicken,Rice,Beans"
T1464,"Apples,Bananas,Oranges"
T1465,"Pasta,Tomatoes,Cheese"
T1466,"Ground Beef,Tortillas,Salsa,Cheese"
T1467,"Coffee,Sugar"
T1468,"Shampoo,Soap,Toothpaste"
T1469,"Frozen Pizza,Chips"
T1470,"Lettuce,Tomatoes,Onions,Carrots"
T1471,"Milk,Cereal,Bananas"
T1472,"Chicken,Rice,Beans"
T1473,"Apples,Bananas,Oranges"
T1474,"Pasta,Tomatoes,Cheese"
T1475,"Ground Beef,Tortillas,Salsa,Cheese"
T1476,"Coffee,Sugar"
T1477,"Shampoo,Soap,Toothpaste"
T1478,"Frozen Pizza,Chips"
T1479,"Lettuce,Tomatoes,Onions,Carrots"
T1480,"Milk,Cereal,Bananas"
T1481,"Chicken,Rice,Beans"
T1482,"Apples,Bananas,Oranges"
T1483,"Pasta,Tomatoes,Cheese"
T1484,"Ground Beef,Tortillas,Salsa,Cheese"
T1485,"Coffee,Sugar"
T1486,"Shampoo,Soap,Toothpaste"
T1487,"Frozen Pizza,Chips"
T1488,"Lettuce,Tomatoes,Onions,Carrots"
T1489,"Milk,Cereal,Bananas"
T1490,"Chicken,Rice,Beans"
T1491,"Apples,Bananas,Oranges"
T1492,"Pasta,Tomatoes,Cheese"
T1493,"Ground Beef,Tortillas,Salsa,Cheese"
T1494,"Coffee,Sugar"
T1495,"Shampoo,Soap,Toothpaste"
T1496,"Frozen Pizza,Chips"
T1497,"Lettuce,Tomatoes,Onions,Carrots"
T1498,"Milk,Cereal,Bananas"
T1499,"Chicken,Rice,Beans"
T1500,"Apples,Bananas,Oranges"
T1501,"Milk,Cereal,Bananas"
T1502,"Chicken,Rice,Beans"
T1503,"Apples,Bananas,Oranges"
T1504,"Pasta,Tomatoes,Cheese"
T1505,"Ground Beef,Tortillas,Salsa,Cheese"
T1506,"Coffee,Sugar"
T1507,"Shampoo,Soap,Toothpaste"
T1508,"Frozen Pizza,Chips"
T1509,"Lettuce,Tomatoes,Onions,Carrots"
T1510,"Milk,Cereal,Bananas,Yogurt"
T1511,"Chicken,Rice,Beans,Spinach"
T1512,"Apples,Bananas,Oranges,Grapes"
T1513,"Pasta,Tomatoes,Cheese,Bread"
T1514,"Ground Beef,Tortillas,Salsa,Cheese,Onions"
T1515,"Coffee,Sugar,Milk"
T1516,"Shampoo,Soap,Toothpaste"
T1517,"Frozen Pizza,Chips,Ice Cream"
T1518,"Lettuce,Tomatoes,Onions,Carrots,Potatoes"
T1519,"Milk,Cereal,Bananas"
T1520,"Chicken,Rice,Beans"
T1521,"Apples,Bananas,Oranges"
T1522,"Pasta,Tomatoes,Cheese"
T1523,"Ground Beef,Tortillas,Salsa,Cheese"
T1524,"Coffee,Sugar"
T1525,"Shampoo,Soap,Toothpaste"
T1526,"Frozen Pizza,Chips"
T1527,"Lettuce,Tomatoes,Onions,Carrots"
T1528,"Milk,Cereal,Bananas"
T1529,"Chicken,Rice,Beans"
T1530,"Apples,Bananas,Oranges"
T1531,"Pasta,Tomatoes,Cheese"
T1532,"Ground Beef,Tortillas,Salsa,Cheese"
T1533,"Coffee,Sugar"
T1534,"Shampoo,Soap,Toothpaste"
T1535,"Frozen Pizza,Chips"
T1536,"Lettuce,Tomatoes,Onions,Carrots"
T1537,"Milk,Cereal,Bananas"
T1538,"Chicken,Rice,Beans"
T1539,"Apples,Bananas,Oranges"
T1540,"Pasta,Tomatoes,Cheese"
T1541,"Ground Beef,Tortillas,Salsa,Cheese"
T1542,"Coffee,Sugar"
T1543,"Shampoo,Soap,Toothpaste"
T1544,"Frozen Pizza,Chips"
T1545,"Lettuce,Tomatoes,Onions,Carrots"
T1546,"Milk,Cereal,Bananas"
T1547,"Chicken,Rice,Beans"
T1548,"Apples,Bananas,Oranges"
T1549,"Pasta,Tomatoes,Cheese"
T1550,"Ground Beef,Tortillas,Salsa,Cheese"
T1551,"Coffee,Sugar"
T1552,"Shampoo,Soap,Toothpaste"
T1553,"Frozen Pizza,Chips"
T1554,"Lettuce,Tomatoes,Onions,Carrots"
T1555,"Milk,Cereal,Bananas"
T1556,"Chicken,Rice,Beans"
T1557,"Apples,Bananas,Oranges"
T1558,"Pasta,Tomatoes,Cheese"
T1559,"Ground Beef,Tortillas,Salsa,Cheese"
T1560,"Coffee,Sugar"
T1561,"Shampoo,Soap,Toothpaste"
T1562,"Frozen Pizza,Chips"
T1563,"Lettuce,Tomatoes,Onions,Carrots"
T1564,"Milk,Cereal,Bananas"
T1565,"Chicken,Rice,Beans"
T1566,"Apples,Bananas,Oranges"
T1567,"Pasta,Tomatoes,Cheese"
T1568,"Ground Beef,Tortillas,Salsa,Cheese"
T1569,"Coffee,Sugar"
T1570,"Shampoo,Soap,Toothpaste"
T1571,"Frozen Pizza,Chips"
T1572,"Lettuce,Tomatoes,Onions,Carrots"
T1573,"Milk,Cereal,Bananas"
T1574,"Chicken,Rice,Beans"
T1575,"Apples,Bananas,Oranges"
T1576,"Pasta,Tomatoes,Cheese"
T1577,"Ground Beef,Tortillas,Salsa,Cheese"
T1578,"Coffee,Sugar"
T1579,"Shampoo,Soap,Toothpaste"
T1580,"Frozen Pizza,Chips"
T1581,"Lettuce,Tomatoes,Onions,Carrots"
T1582,"Milk,Cereal,Bananas"
T1583,"Chicken,Rice,Beans"
T1584,"Apples,Bananas,Oranges"
T1585,"Pasta,Tomatoes,Cheese"
T1586,"Ground Beef,Tortillas,Salsa,Cheese"
T1587,"Coffee,Sugar"
T1588,"Shampoo,Soap,Toothpaste"
T1589,"Frozen Pizza,Chips"
T1590,"Lettuce,Tomatoes,Onions,Carrots"
T1591,"Milk,Cereal,Bananas"
T1592,"Chicken,Rice,Beans"
T1593,"Apples,Bananas,Oranges"
T1594,"Pasta,Tomatoes,Cheese"
T1595,"Ground Beef,Tortillas,Salsa,Cheese"
T1596,"Coffee,Sugar"
T1597,"Shampoo,Soap,Toothpaste"
T1598,"Frozen Pizza,Chips"
T1599,"Lettuce,Tomatoes,Onions,Carrots"
T1600,"Milk,Cereal,Bananas"
T1601,"Chicken,Rice,Beans"
T1602,"Apples,Bananas,Oranges"
T1603,"Pasta,Tomatoes,Cheese"
T1604,"Ground Beef,Tortillas,Salsa,Cheese"
T1605,"Coffee,Sugar"
T1606,"Shampoo,Soap,Toothpaste"
T1607,"Frozen Pizza,Chips"
T1608,"Lettuce,Tomatoes,Onions,Carrots"
T1609,"Milk,Cereal,Bananas"
T1610,"Chicken,Rice,Beans"
T1611,"Apples,Bananas,Oranges"
T1612,"Pasta,Tomatoes,Cheese"
T1613,"Ground Beef,Tortillas,Salsa,Cheese"
T1614,"Coffee,Sugar"
T1615,"Shampoo,Soap,Toothpaste"
T1616,"Frozen Pizza,Chips"
T1617,"Lettuce,Tomatoes,Onions,Carrots"
T1618,"Milk,Cereal,Bananas"
T1619,"Chicken,Rice,Beans"
T1620,"Apples,Bananas,Oranges"
T1621,"Pasta,Tomatoes,Cheese"
T1622,"Ground Beef,Tortillas,Salsa,Cheese"
T1623,"Coffee,Sugar"
T1624,"Shampoo,Soap,Toothpaste"
T1625,"Frozen Pizza,Chips"
T1626,"Lettuce,Tomatoes,Onions,Carrots"
T1627,"Milk,Cereal,Bananas"
T1628,"Chicken,Rice,Beans"
T1629,"Apples,Bananas,Oranges"
T1630,"Pasta,Tomatoes,Cheese"
T1631,"Ground Beef,Tortillas,Salsa,Cheese"
T1632,"Coffee,Sugar"
T1633,"Shampoo,Soap,Toothpaste"
T1634,"Frozen Pizza,Chips"
T1635,"Lettuce,Tomatoes,Onions,Carrots"
T1636,"Milk,Cereal,Bananas"
T1637,"Chicken,Rice,Beans"
T1638,"Apples,Bananas,Oranges"
T1639,"Pasta,Tomatoes,Cheese"
T1640,"Ground Beef,Tortillas,Salsa,Cheese"
T1641,"Coffee,Sugar"
T1642,"Shampoo,Soap,Toothpaste"
T1643,"Frozen Pizza,Chips"
T1644,"Lettuce,Tomatoes,Onions,Carrots"
T1645,"Milk,Cereal,Bananas"
T1646,"Chicken,Rice,Beans"
T1647,"Apples,Bananas,Oranges"
T1648,"Pasta,Tomatoes,Cheese"
T1649,"Ground Beef,Tortillas,Salsa,Cheese"
T1650,"Coffee,Sugar"
T1651,"Shampoo,Soap,Toothpaste"
T1652,"Frozen Pizza,Chips"
T1653,"Lettuce,Tomatoes,Onions,Carrots"
T1654,"Milk,Cereal,Bananas"
T1655,"Chicken,Rice,Beans"
T1656,"Apples,Bananas,Oranges"
T1657,"Pasta,Tomatoes,Cheese"
T1658,"Ground Beef,Tortillas,Salsa,Cheese"
T1659,"Coffee,Sugar"
T1660,"Shampoo,Soap,Toothpaste"
T1661,"Frozen Pizza,Chips"
T1662,"Lettuce,Tomatoes,Onions,Carrots"
T1663,"Milk,Cereal,Bananas"
T1664,"Chicken,Rice,Beans"
T1665,"Apples,Bananas,Oranges"
T1666,"Pasta,Tomatoes,Cheese"
T1667,"Ground Beef,Tortillas,Salsa,Cheese"
T1668,"Coffee,Sugar"
T1669,"Shampoo,Soap,Toothpaste"
T1670,"Frozen Pizza,Chips"
T1671,"Lettuce,Tomatoes,Onions,Carrots"
T1672,"Milk,Cereal,Bananas"
T1673,"Chicken,Rice,Beans"
T1674,"Apples,Bananas,Oranges"
T1675,"Pasta,Tomatoes,Cheese"
T1676,"Ground Beef,Tortillas,Salsa,Cheese"
T1677,"Coffee,Sugar"
T1678,"Shampoo,Soap,Toothpaste"
T1679,"Frozen Pizza,Chips"
T1680,"Lettuce,Tomatoes,Onions,Carrots"
T1681,"Milk,Cereal,Bananas"
T1682,"Chicken,Rice,Beans"
T1683,"Apples,Bananas,Oranges"
T1684,"Pasta,Tomatoes,Cheese"
T1685,"Ground Beef,Tortillas,Salsa,Cheese"
T1686,"Coffee,Sugar"
T1687,"Shampoo,Soap,Toothpaste"
T1688,"Frozen Pizza,Chips"
T1689,"Lettuce,Tomatoes,Onions,Carrots"
T1690,"Milk,Cereal,Bananas"
T1691,"Chicken,Rice,Beans"
T1692,"Apples,Bananas,Oranges"
T1693,"Pasta,Tomatoes,Cheese"
T1694,"Ground Beef,Tortillas,Salsa,Cheese"
T1695,"Coffee,Sugar"
T1696,"Shampoo,Soap,Toothpaste"
T1697,"Frozen Pizza,Chips"
T1698,"Lettuce,Tomatoes,Onions,Carrots"
T1699,"Milk,Cereal,Bananas"
T1700,"Chicken,Rice,Beans"
T1701,"Apples,Bananas,Oranges"
T1702,"Pasta,Tomatoes,Cheese"
T1703,"Ground Beef,Tortillas,Salsa,Cheese"
T1704,"Coffee,Sugar"
T1705,"Shampoo,Soap,Toothpaste"
T1706,"Frozen Pizza,Chips"
T1707,"Lettuce,Tomatoes,Onions,Carrots"
T1708,"Milk,Cereal,Bananas"
T1709,"Chicken,Rice,Beans"
T1710,"Apples,Bananas,Oranges"
T1711,"Pasta,Tomatoes,Cheese"
T1712,"Ground Beef,Tortillas,Salsa,Cheese"
T1713,"Coffee,Sugar"
T1714,"Shampoo,Soap,Toothpaste"
T1715,"Frozen Pizza,Chips"
T1716,"Lettuce,Tomatoes,Onions,Carrots"
T1717,"Milk,Cereal,Bananas"
T1718,"Chicken,Rice,Beans"
T1719,"Apples,Bananas,Oranges"
T1720,"Pasta,Tomatoes,Cheese"
T1721,"Ground Beef,Tortillas,Salsa,Cheese"
T1722,"Coffee,Sugar"
T1723,"Shampoo,Soap,Toothpaste"
T1724,"Frozen Pizza,Chips"
T1725,"Lettuce,Tomatoes,Onions,Carrots"
T1726,"Milk,Cereal,Bananas"
T1727,"Chicken,Rice,Beans"
T1728,"Apples,Bananas,Oranges"
T1729,"Pasta,Tomatoes,Cheese"
T1730,"Ground Beef,Tortillas,Salsa,Cheese"
T1731,"Coffee,Sugar"
T1732,"Shampoo,Soap,Toothpaste"
T1733,"Frozen Pizza,Chips"
T1734,"Lettuce,Tomatoes,Onions,Carrots"
T1735,"Milk,Cereal,Bananas"
T1736,"Chicken,Rice,Beans"
T1737,"Apples,Bananas,Oranges"
T1738,"Pasta,Tomatoes,Cheese"
T1739,"Ground Beef,Tortillas,Salsa,Cheese"
T1740,"Coffee,Sugar"
T1741,"Shampoo,Soap,Toothpaste"
T1742,"Frozen Pizza,Chips"
T1743,"Lettuce,Tomatoes,Onions,Carrots"
T1744,"Milk,Cereal,Bananas"
T1745,"Chicken,Rice,Beans"
T1746,"Apples,Bananas,Oranges"
T1747,"Pasta,Tomatoes,Cheese"
T1748,"Ground Beef,Tortillas,Salsa,Cheese"
T1749,"Coffee,Sugar"
T1750,"Shampoo,Soap,Toothpaste"
T1751,"Frozen Pizza,Chips"
T1752,"Lettuce,Tomatoes,Onions,Carrots"
T1753,"Milk,Cereal,Bananas"
T1754,"Chicken,Rice,Beans"
T1755,"Apples,Bananas,Oranges"
T1756,"Pasta,Tomatoes,Cheese"
T1757,"Ground Beef,Tortillas,Salsa,Cheese"
T1758,"Coffee,Sugar"
T1759,"Shampoo,Soap,Toothpaste"
T1760,"Frozen Pizza,Chips"
T1761,"Lettuce,Tomatoes,Onions,Carrots"
T1762,"Milk,Cereal,Bananas"
T1763,"Chicken,Rice,Beans"
T1764,"Apples,Bananas,Oranges"
T1765,"Pasta,Tomatoes,Cheese"
T1766,"Ground Beef,Tortillas,Salsa,Cheese"
T1767,"Coffee,Sugar"
T1768,"Shampoo,Soap,Toothpaste"
T1769,"Frozen Pizza,Chips"
T1770,"Lettuce,Tomatoes,Onions,Carrots"
T1771,"Milk,Cereal,Bananas"
T1772,"Chicken,Rice,Beans"
T1773,"Apples,Bananas,Oranges"
T1774,"Pasta,Tomatoes,Cheese"
T1775,"Ground Beef,Tortillas,Salsa,Cheese"
T1776,"Coffee,Sugar"
T1777,"Shampoo,Soap,Toothpaste"
T1778,"Frozen Pizza,Chips"
T1779,"Lettuce,Tomatoes,Onions,Carrots"
T1780,"Milk,Cereal,Bananas"
T1781,"Chicken,Rice,Beans"
T1782,"Apples,Bananas,Oranges"
T1783,"Pasta,Tomatoes,Cheese"
T1784,"Ground Beef,Tortillas,Salsa,Cheese"
T1785,"Coffee,Sugar"
T1786,"Shampoo,Soap,Toothpaste"
T1787,"Frozen Pizza,Chips"
T1788,"Lettuce,Tomatoes,Onions,Carrots"
T1789,"Milk,Cereal,Bananas"
T1790,"Chicken,Rice,Beans"
T1791,"Apples,Bananas,Oranges"
T1792,"Pasta,Tomatoes,Cheese"
T1793,"Ground Beef,Tortillas,Salsa,Cheese"
T1794,"Coffee,Sugar"
T1795,"Shampoo,Soap,Toothpaste"
T1796,"Frozen Pizza,Chips"
T1797,"Lettuce,Tomatoes,Onions,Carrots"
T1798,"Milk,Cereal,Bananas"
T1799,"Chicken,Rice,Beans"
T1800,"Apples,Bananas,Oranges"
T1801,"Milk,Cereal,Bananas"
T1802,"Chicken,Rice,Beans"
T1803,"Apples,Bananas,Oranges"
T1804,"Pasta,Tomatoes,Cheese"
T1805,"Ground Beef,Tortillas,Salsa,Cheese"
T1806,"Coffee,Sugar"
T1807,"Shampoo,Soap,Toothpaste"
T1808,"Frozen Pizza,Chips"
T1809,"Lettuce,Tomatoes,Onions,Carrots"
T1810,"Milk,Cereal,Bananas,Yogurt"
T1811,"Chicken,Rice,Beans,Spinach"
T1812,"Apples,Bananas,Oranges,Grapes"
T1813,"Pasta,Tomatoes,Cheese,Bread"
T1814,"Ground Beef,Tortillas,Salsa,Cheese,Onions"
T1815,"Coffee,Sugar,Milk"
T1816,"Shampoo,Soap,Toothpaste"
T1817,"Frozen Pizza,Chips,Ice Cream"
T1818,"Lettuce,Tomatoes,Onions,Carrots,Potatoes"
T1819,"Milk,Cereal,Bananas"
T1820,"Chicken,Rice,Beans"
T1821,"Apples,Bananas,Oranges"
T1822,"Pasta,Tomatoes,Cheese"
T1823,"Ground Beef,Tortillas,Salsa,Cheese"
T1824,"Coffee,Sugar"
T1825,"Shampoo,Soap,Toothpaste"
T1826,"Frozen Pizza,Chips"
T1827,"Lettuce,Tomatoes,Onions,Carrots"
T1828,"Milk,Cereal,Bananas"
T1829,"Chicken,Rice,Beans"
T1830,"Apples,Bananas,Oranges"
T1831,"Pasta,Tomatoes,Cheese"
T1832,"Ground Beef,Tortillas,Salsa,Cheese"
T1833,"Coffee,Sugar"
T1834,"Shampoo,Soap,Toothpaste"
T1835,"Frozen Pizza,Chips"
T1836,"Lettuce,Tomatoes,Onions,Carrots"
T1837,"Milk,Cereal,Bananas"
T1838,"Chicken,Rice,Beans"
T1839,"Apples,Bananas,Oranges"
T1840,"Pasta,Tomatoes,Cheese"
T1841,"Ground Beef,Tortillas,Salsa,Cheese"
T1842,"Coffee,Sugar"
T1843,"Shampoo,Soap,Toothpaste"
T1844,"Frozen Pizza,Chips"
T1845,"Lettuce,Tomatoes,Onions,Carrots"
T1846,"Milk,Cereal,Bananas"
T1847,"Chicken,Rice,Beans"
T1848,"Apples,Bananas,Oranges"
T1849,"Pasta,Tomatoes,Cheese"
T1850,"Ground Beef,Tortillas,Salsa,Cheese"
T1851,"Coffee,Sugar"
T1852,"Shampoo,Soap,Toothpaste"
T1853,"Frozen Pizza,Chips"
T1854,"Lettuce,Tomatoes,Onions,Carrots"
T1855,"Milk,Cereal,Bananas"
T1856,"Chicken,Rice,Beans"
T1857,"Apples,Bananas,Oranges"
T1858,"Pasta,Tomatoes,Cheese"
T1859,"Ground Beef,Tortillas,Salsa,Cheese"
T1860,"Coffee,Sugar"
T1861,"Shampoo,Soap,Toothpaste"
T1862,"Frozen Pizza,Chips"
T1863,"Lettuce,Tomatoes,Onions,Carrots"
T1864,"Milk,Cereal,Bananas"
T1865,"Chicken,Rice,Beans"
T1866,"Apples,Bananas,Oranges"
T1867,"Pasta,Tomatoes,Cheese"
T1868,"Ground Beef,Tortillas,Salsa,Cheese"
T1869,"Coffee,Sugar"
T1870,"Shampoo,Soap,Toothpaste"
T1871,"Frozen Pizza,Chips"
T1872,"Lettuce,Tomatoes,Onions,Carrots"
T1873,"Milk,Cereal,Bananas"
T1874,"Chicken,Rice,Beans"
T1875,"Apples,Bananas,Oranges"
T1876,"Pasta,Tomatoes,Cheese"
T1877,"Ground Beef,Tortillas,Salsa,Cheese"
T1878,"Coffee,Sugar"
T1879,"Shampoo,Soap,Toothpaste"
T1880,"Frozen Pizza,Chips"
T1881,"Lettuce,Tomatoes,Onions,Carrots"
T1882,"Milk,Cereal,Bananas"
T1883,"Chicken,Rice,Beans"
T1884,"Apples,Bananas,Oranges"
T1885,"Pasta,Tomatoes,Cheese"
T1886,"Ground Beef,Tortillas,Salsa,Cheese"
T1887,"Coffee,Sugar"
T1888,"Shampoo,Soap,Toothpaste"
T1889,"Frozen Pizza,Chips"
T1890,"Lettuce,Tomatoes,Onions,Carrots"
T1891,"Milk,Cereal,Bananas"
T1892,"Chicken,Rice,Beans"
T1893,"Apples,Bananas,Oranges"
T1894,"Pasta,Tomatoes,Cheese"
T1895,"Ground Beef,Tortillas,Salsa,Cheese"
T1896,"Coffee,Sugar"
T1897,"Shampoo,Soap,Toothpaste"
T1898,"Frozen Pizza,Chips"
T1899,"Lettuce,Tomatoes,Onions,Carrots"
T1900,"Milk,Cereal,Bananas"
T1901,"Chicken,Rice,Beans"
T1902,"Apples,Bananas,Oranges"
T1903,"Pasta,Tomatoes,Cheese"
T1904,"Ground Beef,Tortillas,Salsa,Cheese"
